,serum,virus,replicate,concentration,fraction infectivity
0,3C_d27,pre-depletion,1,0.05,0.01376
1,3C_d27,pre-depletion,1,0.01667,0.08022
2,3C_d27,pre-depletion,1,0.005556,0.2922
3,3C_d27,pre-depletion,1,0.001852,0.645
4,3C_d27,pre-depletion,1,0.0006173,0.7358
5,3C_d27,pre-depletion,1,0.0002058,0.7833
6,3C_d27,pre-depletion,1,6.86E-05,0.8753
7,3C_d27,pre-depletion,2,0.05,0.005675
8,3C_d27,pre-depletion,2,0.01667,0.05432
9,3C_d27,pre-depletion,2,0.005556,0.321
10,3C_d27,pre-depletion,2,0.001852,0.5911
11,3C_d27,pre-depletion,2,0.0006173,0.7261
12,3C_d27,pre-depletion,2,0.0002058,0.8369
13,3C_d27,pre-depletion,2,6.86E-05,1.004
14,3C_d27,post-depletion,1,0.05,0.1572
15,3C_d27,post-depletion,1,0.01667,0.4134
16,3C_d27,post-depletion,1,0.005556,0.6301
17,3C_d27,post-depletion,1,0.001852,0.7041
18,3C_d27,post-depletion,1,0.0006173,0.8113
19,3C_d27,post-depletion,1,0.0002058,0.886
20,3C_d27,post-depletion,1,6.86E-05,0.9194
21,3C_d27,post-depletion,2,0.05,0.2072
22,3C_d27,post-depletion,2,0.01667,0.3232
23,3C_d27,post-depletion,2,0.005556,0.4914
24,3C_d27,post-depletion,2,0.001852,0.7156
25,3C_d27,post-depletion,2,0.0006173,0.8638
26,3C_d27,post-depletion,2,0.0002058,0.6831
27,3C_d27,post-depletion,2,6.86E-05,0.8694
28,11C_d26,pre-depletion,1,0.05,-0.0001503
29,11C_d26,pre-depletion,1,0.01667,0.006582
30,11C_d26,pre-depletion,1,0.005556,0.02957
31,11C_d26,pre-depletion,1,0.001852,0.2726
32,11C_d26,pre-depletion,1,0.0006173,0.4963
33,11C_d26,pre-depletion,1,0.0002058,0.4944
34,11C_d26,pre-depletion,1,6.86E-05,0.8944
35,11C_d26,pre-depletion,2,0.05,-0.0002062
36,11C_d26,pre-depletion,2,0.01667,0.003921
37,11C_d26,pre-depletion,2,0.005556,0.02998
38,11C_d26,pre-depletion,2,0.001852,0.1863
39,11C_d26,pre-depletion,2,0.0006173,0.4308
40,11C_d26,pre-depletion,2,0.0002058,0.7783
41,11C_d26,pre-depletion,2,6.86E-05,0.9433
42,11C_d26,post-depletion,1,0.05,0.009827
43,11C_d26,post-depletion,1,0.01667,0.07759
44,11C_d26,post-depletion,1,0.005556,0.2786
45,11C_d26,post-depletion,1,0.001852,0.6673
46,11C_d26,post-depletion,1,0.0006173,0.8133
47,11C_d26,post-depletion,1,0.0002058,0.9339
48,11C_d26,post-depletion,1,6.86E-05,0.9585
49,11C_d26,post-depletion,2,0.05,0.003274
50,11C_d26,post-depletion,2,0.01667,0.0683
51,11C_d26,post-depletion,2,0.005556,0.2673
52,11C_d26,post-depletion,2,0.001852,0.6303
53,11C_d26,post-depletion,2,0.0006173,0.8815
54,11C_d26,post-depletion,2,0.0002058,0.796
55,11C_d26,post-depletion,2,6.86E-05,0.8532
56,17C_d32,pre-depletion,1,0.05,0.05562
57,17C_d32,pre-depletion,1,0.01667,0.09212
58,17C_d32,pre-depletion,1,0.005556,0.3247
59,17C_d32,pre-depletion,1,0.001852,0.5372
60,17C_d32,pre-depletion,1,0.0006173,0.7564
61,17C_d32,pre-depletion,1,0.0002058,0.9977
62,17C_d32,pre-depletion,1,6.86E-05,0.9056
63,17C_d32,pre-depletion,2,0.05,0.0299
64,17C_d32,pre-depletion,2,0.01667,0.1229
65,17C_d32,pre-depletion,2,0.005556,0.2855
66,17C_d32,pre-depletion,2,0.001852,0.5415
67,17C_d32,pre-depletion,2,0.0006173,0.8309
68,17C_d32,pre-depletion,2,0.0002058,0.8692
69,17C_d32,pre-depletion,2,6.86E-05,0.9883
70,17C_d32,post-depletion,1,0.05,0.493
71,17C_d32,post-depletion,1,0.01667,0.4866
72,17C_d32,post-depletion,1,0.005556,0.4817
